,mindex,n,predictors,rsquare,adjr,adjrRound,predrsq,cp,cpd,aic,sbic,sbc,msep,fpe,apc,hsp
838,15091,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.85408409,0.835133971,0.84,0.76932495,39.69666435,30,-590.0998973,-843.5725773,-560.3718555,7.14E-05,7.01E-05,0.18760617,8.20E-07
843,15092,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.854055562,0.835101739,0.84,0.788033035,39.71732899,30,-590.0826942,-843.5590636,-560.3546524,7.14E-05,7.02E-05,0.187642849,8.21E-07
483,15093,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.853995234,0.835033576,0.84,0.75974634,39.76102842,30,-590.046326,-843.5304929,-560.3182842,7.14E-05,7.02E-05,0.187720413,8.21E-07
531,13039,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.852059438,0.834989373,0.83,0.757298621,39.16325537,30,-590.8872496,-844.2608468,-563.6365446,7.05E-05,6.95E-05,0.18587404,8.10E-07
708,13040,9,Q1 Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.851887264,0.834797333,0.83,0.763818956,39.28797243,30,-590.7848943,-844.1782678,-563.5341894,7.06E-05,6.96E-05,0.186090361,8.11E-07
532,13041,9,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.851815077,0.834716817,0.83,0.741443858,39.34026222,30,-590.7420155,-844.1436679,-563.4913106,7.06E-05,6.96E-05,0.186181057,8.12E-07
726,13042,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.851773025,0.834669912,0.83,0.750365927,39.37072354,30,-590.7170462,-844.123518,-563.4663412,7.06E-05,6.96E-05,0.186233892,8.12E-07
604,13043,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.851698394,0.83458667,0.83,0.758082342,39.42478377,30,-590.6727501,-844.0877689,-563.4220451,7.07E-05,6.97E-05,0.186327659,8.12E-07
496,13044,9,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.851637141,0.83451835,0.83,0.782354735,39.4691529,30,-590.6364114,-844.0584391,-563.3857064,7.07E-05,6.97E-05,0.186404617,8.13E-07
515,15094,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.853952066,0.834984802,0.83,0.804801902,39.79229763,30,-590.0203118,-843.5100546,-560.29227,7.14E-05,7.02E-05,0.187775915,8.21E-07
694,15095,10,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.853736789,0.834741567,0.83,0.763481869,39.94823761,30,-589.8906935,-843.4081978,-560.1626518,7.15E-05,7.03E-05,0.1880527,8.22E-07
625,15096,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.853601408,0.834588604,0.83,0.790007911,40.04630289,30,-589.8092787,-843.3442026,-560.081237,7.16E-05,7.04E-05,0.188226761,8.23E-07
594,15097,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.853554704,0.834535834,0.83,0.770371396,40.08013377,30,-589.7812095,-843.3221358,-560.0531677,7.16E-05,7.04E-05,0.188286809,8.23E-07
526,15098,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.853443298,0.83440996,0.83,0.739084595,40.1608328,30,-589.7142901,-843.2695203,-559.9862483,7.17E-05,7.05E-05,0.188430046,8.24E-07
620,15099,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.853429635,0.834394523,0.83,0.694891646,40.17072975,30,-589.7060866,-843.2630696,-559.9780448,7.17E-05,7.05E-05,0.188447612,8.24E-07
675,15100,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.853429431,0.834394293,0.83,0.746683161,40.1708771,30,-589.7059645,-843.2629736,-559.9779227,7.17E-05,7.05E-05,0.188447874,8.24E-07
709,15101,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.853291515,0.834238465,0.83,0.560990039,40.27077898,30,-589.6231995,-843.1978852,-559.8951577,7.17E-05,7.05E-05,0.188625195,8.25E-07
612,15102,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.853145938,0.834073982,0.83,0.54235532,40.37623018,30,-589.5359214,-843.1292322,-559.8078797,7.18E-05,7.06E-05,0.188812365,8.26E-07
666,15103,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.853015221,0.833926289,0.83,0.750962527,40.47091722,30,-589.4576262,-843.0676317,-559.7295844,7.19E-05,7.07E-05,0.18898043,8.26E-07
481,16051,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.855688978,0.834801856,0.83,0.707091284,40.53413655,30,-589.0731466,-842.6524374,-556.867768,7.25E-05,7.10E-05,0.189882924,8.33E-07
744,16052,11,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.855654367,0.834762235,0.83,0.802496461,40.55920761,30,-589.0520436,-842.6363066,-556.846665,7.25E-05,7.10E-05,0.189928465,8.33E-07
539,16053,11,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.855599029,0.834698888,0.83,0.730381741,40.59929243,30,-589.0183135,-842.6105218,-556.8129349,7.25E-05,7.10E-05,0.190001278,8.34E-07
753,16054,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA,0.855197619,0.83423938,0.83,0.785164399,40.89006056,30,-588.7740279,-842.4237004,-556.5686494,7.27E-05,7.12E-05,0.190529449,8.36E-07
537,16055,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.855101693,0.83412957,0.83,0.734107571,40.95954599,30,-588.7157508,-842.3791117,-556.5103722,7.27E-05,7.13E-05,0.190655667,8.36E-07
961,16056,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.854461186,0.833396357,0.83,0.788996068,41.42350842,30,-588.3276135,-842.0819423,-556.1222349,7.31E-05,7.16E-05,0.19149844,8.40E-07
597,16334,12,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.856321497,0.833332936,0.83,0.785854915,42.07596066,30,-587.4597007,-841.2566575,-552.7769853,7.41E-05,7.23E-05,0.193487051,8.52E-07
621,6480,7,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS,0.847634774,0.834302817,0.83,0.817116081,38.36833536,31,-592.2939025,-845.3519523,-569.9978712,6.90E-05,6.84E-05,0.182838271,7.93E-07
578,6481,7,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS,0.847630281,0.834297931,0.83,0.800967638,38.37159002,31,-592.2913075,-845.3497526,-569.9952762,6.90E-05,6.84E-05,0.182843663,7.93E-07
1092,9948,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.850035861,0.834849619,0.83,0.752149654,38.6290676,31,-591.6917162,-844.9152925,-566.9183481,6.96E-05,6.88E-05,0.184133184,8.01E-07
591,9949,8,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.850021363,0.834833653,0.83,0.749522686,38.63956952,31,-591.683209,-844.9082544,-566.9098409,6.97E-05,6.89E-05,0.184150985,8.01E-07
688,9950,8,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.849975392,0.834783026,0.83,0.799403107,38.67286947,31,-591.6562396,-844.8859415,-566.8828715,6.97E-05,6.89E-05,0.184207431,8.01E-07
717,9951,8,Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.849941369,0.834745558,0.83,0.811117127,38.69751459,31,-591.636285,-844.8694314,-566.8629169,6.97E-05,6.89E-05,0.184249206,8.01E-07
616,9952,8,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849536352,0.834299527,0.83,0.695864115,38.99089513,31,-591.3990882,-844.6731301,-566.62572,6.99E-05,6.91E-05,0.184746504,8.03E-07
673,9953,8,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA,0.849360962,0.834106376,0.83,0.802959283,39.11794192,31,-591.2965694,-844.5882587,-566.5232013,7.00E-05,6.92E-05,0.184961857,8.04E-07
542,9954,8,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.849153832,0.833878271,0.83,0.808543584,39.26797987,31,-591.1756519,-844.4881336,-566.4022838,7.01E-05,6.92E-05,0.185216181,8.05E-07
844,9955,8,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.849085687,0.833803225,0.83,0.796283773,39.31734201,31,-591.1359066,-844.4552176,-566.3625385,7.01E-05,6.93E-05,0.185299853,8.06E-07
1125,9956,8,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.849006732,0.833716274,0.83,0.792195471,39.37453464,31,-591.0898789,-844.4170953,-566.3165107,7.01E-05,6.93E-05,0.185396798,8.06E-07
700,13045,9,Q3 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.851541361,0.834411518,0.83,0.754071473,39.53853305,31,-590.5796185,-844.0125953,-563.3289135,7.07E-05,6.97E-05,0.186524957,8.13E-07
724,13046,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.851519497,0.834387132,0.83,0.787918419,39.55437023,31,-590.5666597,-844.002134,-563.3159548,7.07E-05,6.97E-05,0.186552426,8.13E-07
606,13047,9,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.851360993,0.834210339,0.83,0.805954949,39.66918538,31,-590.4727691,-843.9263293,-563.2220642,7.08E-05,6.98E-05,0.186751573,8.14E-07
579,13048,9,Q1 Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.851201594,0.834032547,0.83,0.753155383,39.784649,31,-590.3784491,-843.8501616,-563.1277442,7.09E-05,6.99E-05,0.186951844,8.15E-07
752,13049,9,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.851178492,0.83400678,0.83,0.773683823,39.80138293,31,-590.3647879,-843.8391282,-563.114083,7.09E-05,6.99E-05,0.186980868,8.15E-07
746,13050,9,Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.851155282,0.833980892,0.83,0.77213431,39.8181955,31,-590.3510646,-843.8280443,-563.1003596,7.09E-05,6.99E-05,0.18701003,8.15E-07
716,13051,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM,0.851061797,0.833876619,0.83,0.800420541,39.88591358,31,-590.2958112,-843.7834142,-563.0451063,7.10E-05,7.00E-05,0.187127486,8.16E-07
543,13052,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_USSLIND,0.850922971,0.833721776,0.83,0.803601204,39.9864741,31,-590.2138246,-843.7171804,-562.9631196,7.10E-05,7.00E-05,0.187301908,8.17E-07
559,13053,9,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.850812,0.833598,0.83,0.755473217,40.06685797,31,-590.1483428,-843.6642714,-562.8976378,7.11E-05,7.01E-05,0.187441333,8.17E-07
631,13054,9,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850580156,0.833339404,0.83,0.6980055,40.23479846,31,-590.0116932,-843.5538337,-562.7609882,7.12E-05,7.02E-05,0.187732625,8.19E-07
659,13055,9,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.850534822,0.83328884,0.83,0.745310429,40.26763684,31,-589.9849981,-843.5322552,-562.7342931,7.12E-05,7.02E-05,0.187789583,8.19E-07
486,13056,9,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.850505299,0.83325591,0.83,0.767170871,40.28902223,31,-589.9676177,-843.5182054,-562.7169128,7.12E-05,7.02E-05,0.187826676,8.19E-07
1100,13057,9,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.850286175,0.833011503,0.83,0.807714435,40.44774799,31,-589.8387253,-843.413995,-562.5880203,7.13E-05,7.03E-05,0.188101985,8.20E-07
647,13058,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850260661,0.832983045,0.83,0.61545129,40.46622988,31,-589.8237294,-843.4018687,-562.5730244,7.13E-05,7.03E-05,0.188134042,8.20E-07
613,13059,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA,0.850247979,0.832968899,0.83,0.791689953,40.47541627,31,-589.8162767,-843.395842,-562.5655717,7.14E-05,7.03E-05,0.188149975,8.20E-07
490,13060,9,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.850232615,0.832951763,0.83,0.803062193,40.48654536,31,-589.8072487,-843.3885414,-562.5565438,7.14E-05,7.04E-05,0.188169279,8.20E-07
711,15104,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.852938241,0.833839311,0.83,0.705558204,40.52667922,31,-589.41155,-843.0313743,-559.6835083,7.19E-05,7.07E-05,0.189079404,8.27E-07
587,15105,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA,0.85292349,0.833822645,0.83,0.788402262,40.53736438,31,-589.4027236,-843.0244283,-559.6746819,7.19E-05,7.07E-05,0.18909837,8.27E-07
886,15106,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.852853855,0.833743966,0.83,0.734547793,40.58780557,31,-589.361069,-842.9916457,-559.6330272,7.20E-05,7.07E-05,0.189187901,8.27E-07
607,15107,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.852641253,0.833503753,0.83,0.735642046,40.74180776,31,-589.234015,-842.8916307,-559.5059732,7.21E-05,7.08E-05,0.189461247,8.29E-07
963,15108,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.852633355,0.83349483,0.83,0.744083676,40.74752866,31,-589.2292987,-842.8879175,-559.5012569,7.21E-05,7.08E-05,0.189471401,8.29E-07
502,15109,10,Q1 Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.852565176,0.833417797,0.83,0.749710069,40.79691497,31,-589.1885952,-842.855869,-559.4605535,7.21E-05,7.09E-05,0.189559059,8.29E-07
696,15110,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.852262312,0.833075599,0.83,0.800654011,41.01629989,31,-589.0080088,-842.7136399,-559.2799671,7.22E-05,7.10E-05,0.189948456,8.31E-07
738,15111,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.852209514,0.833015944,0.83,0.747534179,41.05454498,31,-588.9765653,-842.6888682,-559.2485236,7.23E-05,7.10E-05,0.190016339,8.31E-07
509,15112,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM,0.852195291,0.832999874,0.83,0.788548394,41.06484754,31,-588.9680969,-842.6821964,-559.2400552,7.23E-05,7.11E-05,0.190034626,8.31E-07
633,15113,10,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.8519636,0.832738094,0.83,0.778259939,41.23267666,31,-588.8302609,-842.5735806,-559.1022191,7.24E-05,7.12E-05,0.190332514,8.32E-07
586,15114,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_USSLIND,0.851865724,0.832627507,0.83,0.79240816,41.30357499,31,-588.7720977,-842.527736,-559.0440559,7.24E-05,7.12E-05,0.190458355,8.33E-07
596,15115,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.851748145,0.832494657,0.83,0.619413135,41.38874559,31,-588.7022767,-842.4726933,-558.9742349,7.25E-05,7.13E-05,0.190609528,8.34E-07
632,16057,11,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.853766603,0.832601243,0.83,0.744849766,41.92664122,31,-587.9086332,-841.76077,-555.7032546,7.34E-05,7.19E-05,0.192412365,8.44E-07
592,16058,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.853423954,0.832209,0.83,0.78917988,42.17484489,31,-587.7026758,-841.6027445,-555.4972972,7.36E-05,7.21E-05,0.192863219,8.46E-07
689,6482,7,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS,0.846600601,0.833178154,0.83,0.797841934,39.11745613,32,-591.6986239,-844.847095,-569.4025926,6.95E-05,6.88E-05,0.184079279,7.99E-07
737,6483,7,Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.846543682,0.833116254,0.83,0.811442927,39.15868652,32,-591.6659774,-844.819393,-569.369946,6.95E-05,6.89E-05,0.184147582,7.99E-07
603,9957,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_UMCSENT,0.848772455,0.833458273,0.83,0.811426475,39.54423712,32,-590.9534463,-844.3040758,-566.1800782,7.02E-05,6.94E-05,0.185684454,8.07E-07
850,9958,8,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.84867298,0.833348725,0.83,0.81163693,39.61629339,32,-590.8955805,-844.2561312,-566.1222124,7.03E-05,6.95E-05,0.185806594,8.08E-07
710,9959,8,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.848527466,0.833188475,0.83,0.741674218,39.72169918,32,-590.8110014,-844.1860436,-566.0376332,7.03E-05,6.95E-05,0.185985264,8.09E-07
660,9960,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.848496446,0.833154314,0.83,0.806614114,39.74416874,32,-590.792982,-844.1711101,-566.0196138,7.04E-05,6.96E-05,0.186023351,8.09E-07
942,9961,8,Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.848332156,0.832973387,0.83,0.766101632,39.86317528,32,-590.6976065,-844.0920594,-565.9242383,7.04E-05,6.96E-05,0.186225075,8.10E-07
817,9962,8,Q3 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.848287589,0.832924307,0.83,0.768510449,39.89545773,32,-590.6717522,-844.0706278,-565.898384,7.05E-05,6.96E-05,0.186279795,8.10E-07
754,9963,8,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.84828754,0.832924253,0.83,0.766748124,39.89549354,32,-590.6717235,-844.070604,-565.8983553,7.05E-05,6.96E-05,0.186279856,8.10E-07
1093,9964,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_USSLIND,0.848109902,0.832728626,0.83,0.809199768,40.02416865,32,-590.5687458,-843.9852315,-565.7953776,7.05E-05,6.97E-05,0.186497969,8.11E-07
640,9965,8,Q1 Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.847788073,0.832374207,0.83,0.769078068,40.25729053,32,-590.3824865,-843.8307719,-565.6091184,7.07E-05,6.99E-05,0.186893125,8.13E-07
695,9966,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS,0.847631122,0.832201362,0.83,0.795212615,40.37098077,32,-590.2917933,-843.7555423,-565.5184252,7.08E-05,6.99E-05,0.187085837,8.14E-07
706,9967,8,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.847517957,0.832076738,0.83,0.807314341,40.45295355,32,-590.2264598,-843.7013403,-565.4530916,7.08E-05,7.00E-05,0.187224786,8.14E-07
551,13061,9,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.849990987,0.832682254,0.83,0.80541208,40.66157299,32,-589.6653876,-843.2738023,-562.4146827,7.15E-05,7.05E-05,0.188472863,8.22E-07
626,13062,9,Q1 Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.849883534,0.832562403,0.83,0.767013482,40.73940811,32,-589.6023751,-843.2228252,-562.3516702,7.15E-05,7.05E-05,0.188607868,8.22E-07
614,13063,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849672671,0.83232721,0.83,0.793803425,40.89215051,32,-589.4788514,-843.1228733,-562.2281464,7.16E-05,7.06E-05,0.188872798,8.24E-07
544,13064,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.849614772,0.83226263,0.83,0.738210982,40.93409036,32,-589.4449647,-843.0954483,-562.1942597,7.17E-05,7.06E-05,0.188945543,8.24E-07
634,13065,9,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.849405397,0.832029096,0.83,0.800903819,41.08575498,32,-589.322531,-842.9963433,-562.071826,7.18E-05,7.07E-05,0.189208604,8.25E-07
